日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,年,月,日
2019/1/11,Moderate,66,165,47,66,43,43,1.26,15,2019,1,11
2019/1/12,Moderate,74,166,53,76,46,46,1.26,12,2019,1,12
2019/1/13,Moderate,98,179,73,108,56,56,1.52,8,2019,1,13
2019/1/14,Lightly,121,212,91,125,54,54,1.42,10,2019,1,14
2019/1/15,Lightly,145,306,109,149,51,51,1.38,7,2019,1,15
2019/1/16,Moderate,77,248,55,74,40,40,0.82,30,2019,1,16
2019/1/17,Moderate,85,203,63,87,46,46,0.89,27,2019,1,17
2019/1/18,Moderate,88,196,65,93,48,48,0.97,19,2019,1,18
2019/1/19,Lightly,122,264,92,126,46,46,0.99,12,2019,1,19
2019/1/20,Lightly,125,292,94,124,46,46,1.13,6,2019,1,20
2019/1/21,Moderate,73,190,52,73,41,41,0.89,17,2019,1,21
2019/1/22,Moderate,83,179,61,91,44,44,1,25,2019,1,22
2019/1/23,Lightly,101,239,75,108,59,59,1.03,19,2019,1,23
2019/1/24,Lightly,133,274,100,148,64,64,1.22,9,2019,1,24
2019/1/25,Moderately,166,337,126,170,55,55,1.1,17,2019,1,25
2019/1/26,Moderately,176,341,133,180,56,56,1.25,9,2019,1,26
2019/1/27,Lightly,149,325,113,147,53,53,1.16,19,2019,1,27
2019/1/28,Moderately,165,332,125,168,55,55,1.23,21,2019,1,28
2019/1/29,Lightly,144,302,108,142,42,42,1.17,18,2019,1,29
2019/1/30,Moderate,75,168,54,70,33,33,1.16,10,2019,1,30
2019/1/31,Moderate,54,169,38,50,30,30,1,15,2019,1,31
2019/2/1,Good,45,83,31,41,31,31,0.97,23,2019,2,1
2019/2/2,Moderate,55,86,38,51,29,29,0.99,24,2019,2,2
2019/2/3,Moderate,75,149,54,75,27,27,0.91,43,2019,2,3
2019/2/4,Moderate,81,192,59,79,28,28,1.01,40,2019,2,4
2019/2/5,Moderate,88,137,65,87,25,25,0.9,54,2019,2,5
2019/2/6,Moderate,82,191,60,85,25,25,0.78,63,2019,2,6
2019/2/7,Lightly,104,305,77,109,31,31,0.96,56,2019,2,7
2019/2/8,Moderate,77,311,55,76,23,23,0.93,36,2019,2,8
2019/2/9,Moderate,57,213,40,54,17,17,0.99,27,2019,2,9
2019/2/10,Good,27,48,18,25,15,15,0.79,30,2019,2,10
2019/2/11,Good,37,85,25,33,18,18,0.91,25,2019,2,11
2019/2/12,Moderate,65,216,46,61,30,30,0.96,31,2019,2,12
2019/2/13,Moderate,73,245,52,72,36,36,1.07,25,2019,2,13
2019/2/14,Moderate,59,207,40,56,29,29,0.94,22,2019,2,14
2019/2/15,Moderate,67,240,47,67,36,36,1.01,19,2019,2,15
2019/2/16,Good,38,88,26,36,23,23,0.76,36,2019,2,16
2019/2/17,Good,33,63,21,31,19,19,0.65,51,2019,2,17
2019/2/18,Good,35,101,23,34,25,25,0.8,36,2019,2,18
2019/2/19,Moderate,64,178,45,63,30,30,0.81,41,2019,2,19
2019/2/20,Moderate,86,196,63,90,45,45,0.96,31,2019,2,20
2019/2/21,Lightly,114,251,85,116,50,50,1.11,31,2019,2,21
2019/2/22,Moderate,98,241,73,100,46,46,1.11,26,2019,2,22
2019/2/23,Moderate,58,129,40,55,34,34,0.84,25,2019,2,23
2019/2/24,Good,38,70,25,36,30,30,0.6,39,2019,2,24
2019/2/25,Moderate,65,169,46,66,42,42,0.78,28,2019,2,25
2019/2/26,Moderate,65,149,45,67,42,42,0.76,34,2019,2,26
2019/2/27,Moderate,83,242,61,83,35,35,0.78,25,2019,2,27
2019/2/28,Moderate,78,208,56,77,37,37,0.93,21,2019,2,28
2019/3/1,Moderate,60,145,41,61,43,43,0.94,19,2019,3,1
2019/3/2,Moderate,63,168,45,63,35,35,0.94,16,2019,3,2
2019/3/3,Moderate,53,134,36,53,32,32,0.88,35,2019,3,3
2019/3/4,Moderate,52,94,34,55,42,42,0.85,25,2019,3,4
2019/3/5,Moderate,88,209,65,95,46,46,0.99,14,2019,3,5
2019/3/6,Moderate,63,197,44,63,37,37,0.88,12,2019,3,6
2019/3/7,Good,44,95,30,42,36,36,0.68,40,2019,3,7
2019/3/8,Moderate,56,145,38,53,36,36,0.73,53,2019,3,8
2019/3/9,Moderate,67,194,47,73,50,50,0.83,31,2019,3,9
2019/3/10,Moderate,74,228,53,83,48,48,0.95,50,2019,3,10
2019/3/11,Moderate,75,231,54,85,54,54,1,52,2019,3,11
2019/3/12,Moderate,82,284,59,98,67,67,1.07,29,2019,3,12
2019/3/13,Moderate,83,309,61,93,51,51,0.98,21,2019,3,13
2019/3/14,Moderate,51,117,35,51,38,38,0.73,23,2019,3,14
2019/3/15,Moderate,54,154,36,54,38,38,0.72,32,2019,3,15
2019/3/16,Moderate,56,126,38,60,44,44,0.73,30,2019,3,16
2019/3/17,Moderate,62,164,43,72,50,50,0.76,25,2019,3,17
2019/3/18,Moderate,63,165,43,72,47,47,0.82,41,2019,3,18
2019/3/19,Moderate,64,149,45,74,52,52,0.79,50,2019,3,19
2019/3/20,Moderate,72,236,51,79,42,42,0.82,74,2019,3,20
2019/3/21,Moderate,65,200,44,72,41,41,0.81,44,2019,3,21
2019/3/22,Good,38,63,23,37,32,32,0.67,27,2019,3,22
2019/3/23,Good,31,42,20,30,32,32,0.68,27,2019,3,23
2019/3/24,Good,42,69,27,41,36,36,0.69,29,2019,3,24
2019/3/25,Moderate,51,120,33,52,38,38,0.78,38,2019,3,25
2019/3/26,Moderate,55,127,34,58,49,49,0.75,35,2019,3,26
2019/3/27,Moderate,63,164,43,73,50,50,0.77,36,2019,3,27
2019/3/28,Moderate,75,249,54,92,53,53,0.87,62,2019,3,28
2019/3/29,Moderate,68,220,41,83,51,51,0.82,63,2019,3,29
2019/3/30,Moderate,66,209,38,80,47,47,0.82,32,2019,3,30
2019/3/31,Good,39,31,25,38,30,30,0.67,37,2019,3,31
2019/4/1,Good,42,66,26,41,37,37,0.8,33,2019,4,1
2019/4/2,Good,49,107,30,50,40,40,0.81,26,2019,4,2
2019/4/3,Moderate,51,139,33,51,36,36,0.75,28,2019,4,3
2019/4/4,Good,43,80,27,43,36,36,0.74,24,2019,4,4
2019/4/5,Moderate,54,136,33,58,42,42,0.82,46,2019,4,5
2019/4/6,Moderate,57,132,34,62,47,47,0.78,65,2019,4,6
2019/4/7,Moderate,62,150,34,71,52,52,0.83,70,2019,4,7
2019/4/8,Moderate,59,148,30,63,43,43,0.83,76,2019,4,8
2019/4/9,Moderate,56,258,32,57,32,32,0.74,80,2019,4,9
2019/4/10,Good,40,68,24,39,31,31,0.82,54,2019,4,10
2019/4/11,Good,38,81,23,37,33,33,0.82,50,2019,4,11
2019/4/12,Good,43,85,23,42,38,38,0.8,52,2019,4,12
2019/4/13,Moderate,51,130,29,51,34,34,0.77,59,2019,4,13
2019/4/14,Good,33,26,21,32,29,29,0.66,45,2019,4,14
2019/4/15,Good,36,37,23,35,31,31,0.7,34,2019,4,15
2019/4/16,Moderate,51,110,34,53,37,37,0.8,54,2019,4,16
2019/4/17,Moderate,54,109,31,55,37,37,0.79,73,2019,4,17
2019/4/18,Moderate,62,155,39,73,54,54,0.96,62,2019,4,18
2019/4/19,Moderate,66,216,44,79,60,60,1.09,27,2019,4,19
2019/4/20,Good,36,27,23,35,36,36,0.81,36,2019,4,20
2019/4/21,Good,40,45,21,36,27,27,0.68,67,2019,4,21
2019/4/22,Moderate,52,141,26,47,43,43,0.85,69,2019,4,22
2019/4/23,Moderate,54,159,30,57,45,45,0.94,64,2019,4,23
2019/4/24,Moderate,60,160,32,60,45,45,0.91,71,2019,4,24
2019/4/25,Moderate,72,279,38,71,48,48,0.9,87,2019,4,25
2019/4/26,Moderate,56,217,31,54,36,36,0.82,77,2019,4,26
2019/4/27,Good,48,124,24,43,25,25,0.68,90,2019,4,27
2019/4/28,Good,41,78,25,40,28,28,0.77,39,2019,4,28
2019/4/29,Good,32,49,19,31,25,25,0.72,48,2019,4,29
2019/4/30,Moderate,51,164,31,51,41,41,0.89,40,2019,4,30
2019/5/1,Good,50,105,29,51,34,34,0.8,50,2019,5,1
2019/5/2,Good,48,74,27,48,33,33,0.74,46,2019,5,2
2019/5/3,Moderate,53,82,31,55,35,35,0.79,38,2019,5,3
2019/5/4,Moderate,53,85,30,54,39,39,0.78,35,2019,5,4
2019/5/5,Good,49,127,30,50,35,35,0.8,33,2019,5,5
2019/5/6,Good,33,56,20,32,26,26,0.7,38,2019,5,6
2019/5/7,Good,34,41,19,30,24,24,0.69,65,2019,5,7
2019/5/8,Good,39,69,24,38,35,35,0.69,42,2019,5,8
2019/5/9,Moderate,54,145,34,56,44,44,0.83,44,2019,5,9
2019/5/10,Moderate,58,132,36,61,43,43,0.87,60,2019,5,10
2019/5/11,Moderate,70,171,48,83,49,49,0.95,73,2019,5,11
2019/5/12,Good,47,36,31,48,34,34,0.79,51,2019,5,12
2019/5/13,Moderate,51,77,29,55,32,32,0.69,29,2019,5,13
2019/5/14,Good,46,56,26,46,35,35,0.77,24,2019,5,14
2019/5/15,Moderate,52,143,31,53,46,46,1,18,2019,5,15
2019/5/16,Moderate,56,173,34,59,42,42,1,45,2019,5,16
2019/5/17,Moderate,62,235,41,67,37,37,0.91,61,2019,5,17
2019/5/18,Good,44,85,27,44,36,36,0.83,36,2019,5,18
2019/5/19,Good,41,64,26,40,28,28,0.71,31,2019,5,19
2019/5/20,Good,30,7,17,28,29,29,0.6,48,2019,5,20
2019/5/21,Moderate,52,98,30,54,38,38,0.73,29,2019,5,21
2019/5/22,Moderate,55,93,33,58,39,39,0.85,53,2019,5,22
2019/5/23,Moderate,60,106,36,62,45,45,0.9,65,2019,5,23
2019/5/24,Good,49,57,29,50,42,42,0.85,53,2019,5,24
2019/5/25,Moderate,53,136,36,54,38,38,0.93,56,2019,5,25
2019/5/26,Moderate,59,228,41,62,34,34,0.9,63,2019,5,26
2019/5/27,Moderate,68,320,46,76,38,38,0.94,43,2019,5,27
2019/5/28,Good,40,104,24,39,31,31,0.65,32,2019,5,28
2019/5/29,Good,42,106,27,41,31,31,0.71,37,2019,5,29
2019/5/30,Good,45,104,28,44,31,31,0.74,37,2019,5,30
2019/5/31,Good,48,142,28,47,38,38,0.85,49,2019,5,31
2019/6/1,Moderate,56,159,33,54,39,39,0.85,71,2019,6,1
2019/6/2,Moderate,66,197,34,73,45,45,0.85,89,2019,6,2
2019/6/3,Moderate,78,271,35,81,51,51,0.9,91,2019,6,3
2019/6/4,Moderate,70,231,30,62,42,42,0.88,99,2019,6,4
2019/6/5,Good,38,63,20,33,25,25,0.75,67,2019,6,5
2019/6/6,Good,44,157,24,42,42,42,0.91,57,2019,6,6
2019/6/7,Good,45,131,22,38,32,32,0.8,70,2019,6,7
2019/6/8,Good,42,119,26,41,28,28,0.85,58,2019,6,8
2019/6/9,Good,38,113,24,37,27,27,0.84,41,2019,6,9
2019/6/10,Good,39,113,23,38,28,28,0.83,42,2019,6,10
2019/6/11,Good,36,82,23,35,35,35,0.84,25,2019,6,11
2019/6/14,Good,37,155,20,37,28,28,0.79,76,2019,6,14
2019/6/15,Good,25,63,16,23,26,26,0.69,58,2019,6,15
2019/6/17,Good,35,126,24,34,38,38,0.87,27,2019,6,17
2019/6/18,Good,42,223,28,43,40,40,1,40,2019,6,18
2019/6/19,Good,45,254,28,47,38,38,1,42,2019,6,19
2019/6/20,Good,41,254,24,42,33,33,0.89,38,2019,6,20
2019/6/25,Good,44,146,27,43,39,39,0.83,34,2019,6,25
2019/6/26,Good,50,198,31,50,39,39,0.89,39,2019,6,26
2019/6/27,Moderate,52,196,33,54,34,34,0.91,21,2019,6,27
2019/6/28,Good,25,17,15,24,25,25,0.7,34,2019,6,28
2019/6/29,Good,33,61,18,32,32,32,0.73,43,2019,6,29
2019/6/30,Good,50,217,26,47,40,40,0.86,62,2019,6,30
2019/7/1,Moderate,72,305,37,63,42,42,0.98,92,2019,7,1
2019/7/2,Moderate,63,232,30,56,41,41,0.89,80,2019,7,2
2019/7/3,Moderate,54,184,32,57,37,37,0.87,60,2019,7,3
2019/7/4,Good,33,82,21,32,27,27,0.7,40,2019,7,4
2019/7/5,Good,46,153,21,35,33,33,0.75,70,2019,7,5
2019/7/6,Moderate,52,197,29,52,45,45,0.88,50,2019,7,6
2019/7/7,Moderate,51,190,30,51,40,40,0.84,34,2019,7,7
2019/7/12,Good,23,46,15,22,30,30,0.67,44,2019,7,12
2019/7/13,Good,46,252,22,35,29,29,0.72,90,2019,7,13
2019/7/14,Moderate,56,277,22,41,36,36,0.78,91,2019,7,14
2019/7/15,Good,30,84,16,26,27,27,0.77,71,2019,7,15
2019/7/16,Good,35,128,21,35,31,31,0.85,34,2019,7,16
2019/7/17,Good,43,201,26,43,30,30,0.89,56,2019,7,17
2019/7/18,Good,32,133,18,31,37,37,0.97,28,2019,7,18
2019/7/19,Good,34,149,20,34,36,36,0.99,39,2019,7,19
2019/7/20,Good,33,127,18,32,32,32,0.78,39,2019,7,20
2019/7/21,Good,39,156,18,33,26,26,0.71,58,2019,7,21
2019/7/22,Good,32,119,15,29,25,25,0.66,59,2019,7,22
2019/7/23,Good,33,152,16,33,24,24,0.67,57,2019,7,23
2019/7/24,Good,44,240,23,41,38,38,0.93,58,2019,7,24
2019/7/25,Good,39,185,22,38,35,35,0.88,46,2019,7,25
2019/7/26,Good,38,174,15,29,25,25,0.66,81,2019,7,26
2019/8/6,Good,35,118,19,34,32,32,0.76,26,2019,8,6
2019/8/7,Good,29,45,16,27,25,25,0.69,46,2019,8,7
2019/8/8,Good,42,146,21,37,34,34,0.84,57,2019,8,8
2019/8/9,Good,33,105,18,32,31,31,0.77,41,2019,8,9
2019/8/10,Good,40,185,18,31,27,27,0.73,59,2019,8,10
2019/8/11,Moderate,59,322,20,38,34,34,0.8,88,2019,8,11
2019/8/21,Moderate,70,350,37,66,36,36,0.82,107,2019,8,21
2019/8/22,Moderate,63,282,37,64,34,34,0.78,97,2019,8,22
2019/8/23,Moderate,64,285,26,50,31,31,0.66,123,2019,8,23
2019/8/24,Moderate,74,331,32,60,38,38,0.74,127,2019,8,24
2019/8/25,Moderate,73,338,31,59,36,36,0.8,119,2019,8,25
2019/8/26,Moderate,65,318,27,51,35,35,0.82,108,2019,8,26
2019/8/27,Moderate,62,330,30,59,32,32,0.8,101,2019,8,27
2019/8/28,Moderate,65,332,46,68,27,27,0.84,85,2019,8,28
2019/9/1,Good,38,172,25,37,30,30,0.69,50,2019,9,1
2019/9/2,Moderate,52,288,28,47,39,39,0.82,77,2019,9,2
2019/9/3,Moderate,58,309,35,55,34,34,0.78,90,2019,9,3
2019/9/4,Moderate,53,268,32,54,32,32,0.74,82,2019,9,4
2019/9/5,Good,40,173,26,39,35,35,0.7,51,2019,9,5
2019/9/6,Moderate,62,281,43,66,41,41,0.87,65,2019,9,6
2019/9/7,Moderate,72,296,49,75,42,42,0.86,80,2019,9,7
2019/9/8,Good,44,119,31,41,28,28,0.76,37,2019,9,8
2019/9/9,Good,28,76,19,27,30,30,0.78,39,2019,9,9
2019/9/10,Good,35,149,17,33,41,41,0.94,32,2019,9,10
2019/9/11,Good,30,130,13,27,29,29,0.69,40,2019,9,11
2019/9/12,Good,25,65,10,21,25,25,0.56,51,2019,9,12
2019/9/13,Good,36,169,14,30,24,24,0.57,79,2019,9,13
2019/9/14,Good,33,158,19,33,19,19,0.52,49,2019,9,14
2019/9/15,Good,38,178,23,38,26,26,0.58,25,2019,9,15
2019/9/16,Good,29,74,16,29,28,28,0.65,34,2019,9,16
2019/9/17,Good,34,101,20,34,37,37,0.77,13,2019,9,17
2019/9/18,Good,25,52,14,25,32,32,0.7,16,2019,9,18
2019/9/19,Good,22,24,13,22,30,30,0.8,18,2019,9,19
2019/9/20,Good,24,16,14,24,33,33,0.79,29,2019,9,20
2019/9/21,Moderate,52,247,31,54,44,44,0.87,48,2019,9,21
2019/9/22,Moderate,62,299,39,70,57,57,0.96,67,2019,9,22
2019/9/23,Moderate,59,257,38,68,57,57,0.93,58,2019,9,23
2019/9/24,Moderate,63,234,44,70,48,48,0.87,36,2019,9,24
2019/9/25,Good,49,108,32,50,40,40,0.73,40,2019,9,25
2019/9/26,Moderate,60,194,40,69,52,52,0.91,59,2019,9,26
2019/9/27,Moderate,70,262,47,80,60,60,0.97,74,2019,9,27
2019/9/28,Moderate,77,261,50,84,61,61,1,83,2019,9,28
2019/9/29,Moderate,86,304,55,87,58,58,0.98,93,2019,9,29
2019/9/30,Moderate,84,308,62,102,79,79,1.15,63,2019,9,30
2019/10/1,Moderate,76,298,56,82,46,46,0.96,74,2019,10,1
2019/10/2,Moderate,66,251,45,65,30,30,0.81,97,2019,10,2
2019/10/3,Moderate,81,314,60,86,32,32,0.88,71,2019,10,3
2019/10/4,Good,44,180,31,42,27,27,0.88,28,2019,10,4
2019/10/5,Good,24,74,15,24,25,25,0.67,20,2019,10,5
2019/10/6,Good,35,172,21,35,28,28,0.77,31,2019,10,6
2019/10/7,Good,17,16,11,17,21,21,0.72,15,2019,10,7
2019/10/8,Good,26,55,13,26,29,29,0.73,18,2019,10,8
2019/10/9,Good,35,103,18,35,31,31,0.82,7,2019,10,9
2019/10/10,Good,31,59,18,31,30,30,0.74,15,2019,10,10
2019/10/11,Good,40,125,22,41,36,36,0.72,26,2019,10,11
2019/10/12,Good,45,143,24,46,40,40,0.75,15,2019,10,12
2019/10/13,Good,47,175,27,48,37,37,0.82,15,2019,10,13
2019/10/14,Good,27,60,16,27,36,36,0.86,12,2019,10,14
2019/10/15,Good,26,53,16,26,28,28,0.76,25,2019,10,15
2019/10/16,Good,19,11,10,17,32,32,0.74,27,2019,10,16
2019/10/17,Good,31,64,18,31,41,41,0.9,24,2019,10,17
2019/10/18,Good,46,130,25,46,43,43,0.94,34,2019,10,18
2019/10/19,Good,42,65,21,42,46,46,0.75,43,2019,10,19
2019/10/20,Good,42,57,26,42,49,49,0.83,15,2019,10,20
2019/10/21,Good,31,40,19,31,33,33,0.78,13,2019,10,21
2019/10/22,Good,18,10,12,17,31,31,0.8,8,2019,10,22
2019/10/23,Good,27,33,16,27,34,34,0.78,34,2019,10,23
2019/10/24,Good,37,95,21,37,45,45,0.85,19,2019,10,24
2019/10/25,Good,19,32,12,19,30,30,0.6,18,2019,10,25
2019/10/26,Good,19,34,12,19,30,30,0.65,13,2019,10,26
2019/10/27,Good,24,39,15,24,32,32,0.67,14,2019,10,27
2019/10/28,Good,40,104,24,41,40,40,0.88,18,2019,10,28
2019/10/29,Good,47,145,29,48,46,46,1,30,2019,10,29
2019/10/30,Moderate,66,150,45,77,63,63,1.16,37,2019,10,30
2019/10/31,Moderate,71,161,51,86,66,66,1.23,19,2019,10,31
2019/10/31,Moderate,71,161,51,86,66,66,1.23,19,2019,10,31
2019/11/1,Moderate,71,188,51,83,52,52,1.09,11,2019,11,1
2019/11/2,Good,47,100,31,47,41,41,0.86,13,2019,11,2
2019/11/3,Moderate,52,144,35,55,43,43,0.94,21,2019,11,3
2019/11/4,Moderate,61,167,42,70,48,48,1.03,20,2019,11,4
2019/11/5,Good,50,97,34,51,49,49,0.88,15,2019,11,5
2019/11/6,Moderate,57,137,40,56,51,51,0.98,32,2019,11,6
2019/11/7,Moderate,64,203,46,69,51,51,0.99,31,2019,11,7
2019/11/8,Moderate,60,173,41,67,56,56,1.06,13,2019,11,8
2019/11/9,Moderate,63,149,43,76,52,52,1.1,8,2019,11,9
2019/11/10,Moderate,75,199,54,86,49,49,1.08,20,2019,11,10
2019/11/11,Moderate,76,224,56,89,55,55,1.1,12,2019,11,11
2019/11/12,Moderate,63,161,45,64,45,45,0.99,10,2019,11,12
2019/11/13,Good,45,106,28,45,36,36,0.78,13,2019,11,13
2019/11/14,Good,44,108,23,45,43,43,0.7,21,2019,11,14
2019/11/15,Moderate,62,152,39,75,58,58,0.9,16,2019,11,15
2019/11/16,Moderate,88,273,65,111,57,57,0.97,7,2019,11,16
2019/11/17,Moderate,67,149,49,72,40,40,0.81,16,2019,11,17
2019/11/18,Good,33,51,19,32,32,32,0.55,24,2019,11,18
2019/11/19,Moderate,58,163,32,65,43,43,0.69,5,2019,11,19
2019/11/20,Moderate,67,194,46,84,38,38,0.77,3,2019,11,20
2019/11/21,Moderate,61,159,42,70,40,40,0.77,8,2019,11,21
2019/11/22,Moderate,66,190,48,79,43,43,0.79,5,2019,11,22
2019/11/23,Moderate,70,190,51,75,40,40,0.82,5,2019,11,23
2019/11/24,Good,38,101,27,36,32,32,0.68,11,2019,11,24
2019/11/25,Good,27,77,17,26,31,31,0.51,25,2019,11,25
2019/11/26,Good,30,51,20,29,33,33,0.71,6,2019,11,26
2019/11/27,Good,37,129,24,36,30,30,0.77,6,2019,11,27
2019/11/28,Good,36,131,23,35,29,29,0.79,6,2019,11,28
2019/11/29,Good,30,32,18,29,35,35,0.69,17,2019,11,29
2019/11/30,Good,44,104,28,44,35,35,0.81,10,2019,11,30
2019/12/1,Good,47,143,32,46,34,34,0.83,16,2019,12,1
2019/12/2,Moderate,63,244,45,74,52,52,0.92,9,2019,12,2
2019/12/3,Moderate,76,266,56,89,56,56,1.03,6,2019,12,3
2019/12/4,Moderate,94,309,70,106,56,56,1.02,6,2019,12,4
2019/12/5,Moderate,84,269,62,87,49,49,0.88,16,2019,12,5
2019/12/6,Moderate,75,251,55,83,57,57,1.03,16,2019,12,6
2019/12/7,Moderate,76,203,55,84,58,58,1.08,21,2019,12,7
2019/12/8,Lightly,105,243,78,119,63,63,1.14,8,2019,12,8
2019/12/9,Lightly,129,278,97,138,66,66,1.28,15,2019,12,9
2019/12/10,Lightly,128,278,97,138,73,73,1.26,16,2019,12,10
2019/12/11,Lightly,135,311,103,142,65,65,1.31,9,2019,12,11
2019/12/12,Lightly,142,342,108,145,62,62,1.28,8,2019,12,12
2019/12/13,Lightly,146,328,111,155,57,57,1.44,5,2019,12,13
2019/12/14,Moderately,151,329,115,154,44,44,1.25,4,2019,12,14
2019/12/15,Lightly,101,291,75,100,44,44,1.19,6,2019,12,15
2019/12/16,Moderate,94,281,70,94,49,49,1.1,14,2019,12,16
2019/12/17,Moderate,92,300,68,99,45,45,1.3,5,2019,12,17
2019/12/18,Good,43,136,30,40,36,36,0.84,14,2019,12,18
2019/12/19,Good,41,107,28,38,36,36,0.77,14,2019,12,19
2019/12/20,Good,42,105,29,41,34,34,0.89,6,2019,12,20
2019/12/21,Moderate,52,140,36,49,38,38,0.87,6,2019,12,21
2019/12/22,Moderate,52,137,36,51,36,36,0.86,10,2019,12,22
2019/12/23,Moderate,66,167,47,71,45,45,0.96,9,2019,12,23
2019/12/24,Moderate,70,188,50,78,43,43,1.02,6,2019,12,24
2019/12/25,Moderate,75,219,54,79,41,41,0.96,6,2019,12,25
2019/12/26,Moderate,61,215,41,61,36,36,0.7,21,2019,12,26
2019/12/27,Moderate,56,129,38,61,44,44,0.65,16,2019,12,27
2019/12/28,Moderate,76,159,55,79,47,47,0.83,5,2019,12,28
2019/12/29,Moderate,83,185,61,85,48,48,0.99,10,2019,12,29
2019/12/30,Lightly,134,345,102,138,48,48,1.13,6,2019,12,30
2019/12/31,Lightly,124,338,94,127,48,48,1.13,7,2019,12,31
2020/1/1,Moderate,89,264,66,91,50,50,0.99,15,2020,1,1
2020/1/2,Moderate,96,212,72,110,60,60,1.09,8,2020,1,2
2020/1/3,Lightly,110,221,82,124,62,62,1.08,13,2020,1,3
2020/1/4,Lightly,119,217,90,126,55,55,1.09,9,2020,1,4
2020/1/5,Moderate,61,114,43,54,38,38,1,11,2020,1,5
2020/1/6,Moderate,64,202,46,60,40,40,0.97,9,2020,1,6
2020/1/7,Moderate,54,212,37,53,41,41,0.98,30,2020,1,7
2020/1/8,Moderate,56,167,40,57,51,51,1.07,18,2020,1,8
2020/1/9,Good,39,66,26,36,39,39,1.12,9,2020,1,9
2020/1/10,Good,47,132,32,47,38,38,1.24,10,2020,1,10
2020/1/11,Moderate,57,179,39,60,42,42,1.23,18,2020,1,11
2020/1/12,Moderate,60,176,42,63,44,44,1.17,21,2020,1,12
2020/1/13,Moderate,68,166,49,74,55,55,1.09,11,2020,1,13
2020/1/14,Moderate,67,134,48,69,44,44,0.95,8,2020,1,14
2020/1/15,Good,45,58,30,44,37,37,0.82,18,2020,1,15
2020/1/16,Moderate,66,190,47,71,41,41,0.96,6,2020,1,16
2020/1/17,Moderate,73,177,53,76,41,41,1.06,10,2020,1,17
2020/1/18,Moderate,71,147,51,72,43,43,1.13,9,2020,1,18
2020/1/19,Moderate,92,218,68,93,43,43,1.14,19,2020,1,19
2020/1/20,Moderate,88,232,65,84,40,40,1.02,25,2020,1,20
2020/1/21,Moderate,83,188,61,80,35,35,0.98,22,2020,1,21
2020/1/22,Moderate,83,206,61,80,38,38,1.01,21,2020,1,22
2020/1/23,Moderate,88,218,65,83,34,34,1.03,20,2020,1,23
2020/1/24,Moderate,76,245,55,68,22,22,0.88,18,2020,1,24
2020/1/25,Moderate,52,143,36,44,17,17,0.72,24,2020,1,25
2020/1/26,Moderate,54,184,38,46,16,16,0.75,29,2020,1,26
2020/1/27,Good,44,132,30,36,18,18,0.79,33,2020,1,27
2020/1/28,Good,31,68,21,26,18,18,0.76,32,2020,1,28
2020/1/29,Good,49,127,34,42,19,19,0.8,40,2020,1,29
2020/1/30,Moderate,73,213,53,67,27,27,0.93,32,2020,1,30
2020/1/31,Moderate,75,204,55,65,26,26,0.97,28,2020,1,31
2020/2/1,Moderate,54,121,38,46,21,21,0.85,28,2020,2,1
2020/2/2,Moderate,62,231,44,55,19,19,0.78,25,2020,2,2
2020/2/3,Moderate,51,166,36,44,18,18,0.7,28,2020,2,3
2020/2/4,Good,46,185,32,40,19,19,0.76,35,2020,2,4
2020/2/5,Moderate,54,226,38,46,21,21,0.79,34,2020,2,5
2020/2/6,Moderate,56,257,40,48,15,15,0.76,36,2020,2,6
2020/2/7,Good,44,183,31,38,16,16,0.78,33,2020,2,7
2020/2/8,Moderate,56,190,39,49,22,22,0.83,23,2020,2,8
2020/2/9,Moderate,83,260,61,73,21,21,0.93,26,2020,2,9
2020/2/10,Moderate,78,271,57,69,28,28,0.96,25,2020,2,10
2020/2/11,Moderate,76,264,55,68,26,26,0.87,27,2020,2,11
2020/2/12,Moderate,69,242,50,62,24,24,0.84,44,2020,2,12
2020/2/13,Moderate,82,270,60,70,24,24,0.84,50,2020,2,13
2020/2/14,Lightly,103,335,77,90,25,25,0.91,46,2020,2,14
2020/2/15,Good,43,284,28,45,9,9,0.44,59,2020,2,15
2020/2/16,Good,46,298,24,46,11,11,0.42,63,2020,2,16
2020/2/17,Moderate,51,306,33,52,24,24,0.55,46,2020,2,17
2020/2/18,Moderate,75,330,55,77,29,29,0.69,36,2020,2,18
2020/2/19,Lightly,114,339,85,105,23,23,0.74,45,2020,2,19
2020/2/20,Moderate,92,257,68,84,25,25,0.67,33,2020,2,20
2020/2/21,Lightly,112,325,84,107,21,21,0.72,31,2020,2,21
2020/2/22,Moderate,91,335,67,83,27,27,0.85,29,2020,2,22
2020/2/23,Lightly,106,347,79,98,31,31,1.01,15,2020,2,23
2020/2/24,Moderate,69,204,50,62,25,25,0.9,20,2020,2,24
2020/2/25,Moderate,68,202,49,64,30,30,0.98,21,2020,2,25
2020/2/26,Moderate,61,193,43,57,31,31,1.02,15,2020,2,26
2020/2/27,Moderate,65,262,47,61,31,31,1.02,9,2020,2,27
2020/2/28,Good,28,108,19,26,21,21,0.8,21,2020,2,28
2020/2/29,Good,41,154,28,38,27,27,0.99,32,2020,2,29
2020/3/1,Moderate,59,255,41,56,35,35,1.2,30,2020,3,1
2020/3/2,Good,47,196,31,45,23,23,0.66,55,2020,3,2
