日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,年,月,日
2016/11/26,Good,49,95,32,52,39,39,0.86,19,2016,11,26
2016/11/27,Moderate,65,116,43,76,50,50,0.94,26,2016,11,27
2016/11/28,Moderate,83,169,60,104,56,56,1.1,12,2016,11,28
2016/11/29,Moderate,91,204,67,98,51,51,1.16,9,2016,11,29
2016/11/30,Moderate,100,237,74,112,54,54,1.23,16,2016,11,30
2016/12/1,Moderate,97,201,71,103,56,56,1.17,18,2016,12,1
2016/12/2,Moderate,88,171,64,93,56,56,1.03,16,2016,12,2
2016/12/3,Moderate,82,119,60,95,58,58,1.08,10,2016,12,3
2016/12/4,Moderate,91,142,67,98,53,53,1.12,16,2016,12,4
2016/12/5,Lightly,119,252,90,126,57,57,1.26,13,2016,12,5
2016/12/6,Lightly,113,268,84,121,51,51,1.18,27,2016,12,6
2016/12/7,Lightly,131,250,99,136,70,70,1.33,28,2016,12,7
2016/12/8,Lightly,129,225,97,138,71,71,1.4,31,2016,12,8
2016/12/9,Lightly,128,258,97,130,59,59,1.26,24,2016,12,9
2016/12/10,Lightly,125,278,94,125,50,50,1.32,19,2016,12,10
2016/12/11,Lightly,132,280,99,132,52,52,1.48,10,2016,12,11
2016/12/12,Lightly,107,212,80,105,46,46,1.52,7,2016,12,12
2016/12/13,Moderate,91,230,67,92,45,45,1.52,12,2016,12,13
2016/12/14,Moderate,73,224,52,66,46,46,1.33,10,2016,12,14
2016/12/15,Moderate,57,116,40,56,51,51,1.09,16,2016,12,15
2016/12/16,Moderate,75,130,54,76,50,50,1.12,21,2016,12,16
2016/12/17,Moderate,86,126,63,90,58,58,1.15,19,2016,12,17
2016/12/18,Lightly,114,188,85,124,64,64,1.4,9,2016,12,18
2016/12/19,Lightly,147,202,111,161,67,67,1.55,7,2016,12,19
2016/12/20,Lightly,142,206,108,145,56,56,1.34,7,2016,12,20
2016/12/21,Lightly,143,265,107,146,50,50,1.36,8,2016,12,21
2016/12/22,Lightly,104,267,78,116,48,48,1.43,11,2016,12,22
2016/12/23,Moderate,81,184,59,79,48,48,1.34,11,2016,12,23
2016/12/24,Good,50,41,35,46,41,41,1.14,10,2016,12,24
2016/12/25,Good,47,81,33,46,38,38,0.89,15,2016,12,25
2016/12/26,Good,45,121,30,45,40,40,0.86,15,2016,12,26
2016/12/27,Moderate,64,206,42,75,49,49,0.93,18,2016,12,27
2016/12/28,Moderate,68,161,48,73,50,50,0.98,28,2016,12,28
2016/12/29,Moderate,76,172,55,87,60,60,1.04,16,2016,12,29
2016/12/30,Moderate,81,125,59,91,56,56,0.98,20,2016,12,30
2016/12/31,Lightly,129,206,97,149,69,69,1.25,10,2016,12,31
2017/1/1,Moderately,170,235,128,179,61,61,1.34,7,2017,1,1
2017/1/2,Moderately,173,235,130,181,60,60,1.26,17,2017,1,2
2017/1/3,Moderately,200,268,152,207,70,70,1.67,9,2017,1,3
2017/1/4,Heavily,216,281,165,225,73,73,1.69,8,2017,1,4
2017/1/5,Moderately,193,299,145,196,62,62,1.39,11,2017,1,5
2017/1/6,Moderately,162,304,123,168,57,57,1.48,10,2017,1,6
2017/1/7,Lightly,135,295,102,140,57,57,1.38,9,2017,1,7
2017/1/8,Moderate,86,205,63,94,51,51,1.74,6,2017,1,8
2017/1/9,Moderate,77,191,55,77,49,49,1.61,9,2017,1,9
2017/1/10,Good,47,92,30,45,40,40,1.17,15,2017,1,10
2017/1/11,Good,27,13,18,24,33,33,0.78,14,2017,1,11
2017/1/12,Good,37,48,26,37,32,32,0.72,18,2017,1,12
2017/1/13,Moderate,67,169,48,68,44,44,0.97,13,2017,1,13
2017/1/14,Moderate,81,225,59,86,50,50,1.15,8,2017,1,14
2017/1/15,Moderate,89,256,65,95,52,52,1.15,14,2017,1,15
2017/1/16,Moderate,79,186,57,89,57,57,1.02,20,2017,1,16
2017/1/17,Lightly,104,227,77,112,57,57,1.18,21,2017,1,17
2017/1/18,Moderate,86,168,64,93,53,53,1.01,22,2017,1,18
2017/1/19,Moderate,92,176,68,101,59,59,1.04,23,2017,1,19
2017/1/20,Lightly,102,298,75,108,54,54,1.02,30,2017,1,20
2017/1/21,Moderately,156,356,118,156,55,55,1.26,23,2017,1,21
2017/1/22,Moderately,163,343,123,164,63,63,1.38,32,2017,1,22
2017/1/23,Moderately,167,322,126,167,68,68,1.39,17,2017,1,23
2017/1/24,Moderately,186,320,141,181,69,69,1.5,17,2017,1,24
2017/1/25,Lightly,105,180,78,104,50,50,1.14,36,2017,1,25
2017/1/26,Moderate,96,143,71,92,49,49,1.11,25,2017,1,26
2017/1/27,Moderately,161,306,122,154,36,36,1.25,27,2017,1,27
2017/1/28,Lightly,122,168,91,115,28,28,1.15,21,2017,1,28
2017/1/29,Moderate,51,64,35,47,22,22,1,31,2017,1,29
2017/1/30,Moderate,51,132,35,49,25,25,1.12,22,2017,1,30
2017/1/31,Moderate,76,223,55,84,21,21,1.05,44,2017,1,31
2017/2/1,Lightly,102,290,76,99,24,24,1.18,24,2017,2,1
2017/2/2,Moderate,51,100,35,45,24,24,1.17,26,2017,2,2
2017/2/3,Moderate,58,120,40,55,34,34,1.23,23,2017,2,3
2017/2/4,Moderate,69,116,49,67,43,43,1.41,31,2017,2,4
2017/2/5,Moderate,78,172,57,78,51,51,1.42,21,2017,2,5
2017/2/6,Lightly,104,249,77,106,51,51,1.47,14,2017,2,6
2017/2/7,Moderate,57,151,40,54,33,33,1.28,15,2017,2,7
2017/2/8,Good,40,57,26,39,33,33,1.13,43,2017,2,8
2017/2/9,Moderate,62,184,43,68,53,53,1.26,13,2017,2,9
2017/2/10,Moderate,87,283,64,94,54,54,1.34,13,2017,2,10
2017/2/11,Moderate,74,181,53,75,46,46,0.99,29,2017,2,11
2017/2/12,Moderate,84,163,62,89,54,54,1,39,2017,2,12
2017/2/13,Moderate,91,174,67,102,65,65,1.14,23,2017,2,13
2017/2/14,Moderately,159,290,121,159,59,59,1.34,13,2017,2,14
2017/2/15,Moderately,162,295,123,164,67,67,1.53,19,2017,2,15
2017/2/16,Lightly,124,265,93,126,55,55,1.24,37,2017,2,16
2017/2/17,Lightly,130,308,98,138,68,68,1.32,33,2017,2,17
2017/2/18,Lightly,149,325,113,150,56,56,1.3,24,2017,2,18
2017/2/19,Lightly,128,231,96,129,48,48,1.23,39,2017,2,19
2017/2/20,Lightly,109,276,82,114,53,53,1.31,18,2017,2,20
2017/2/21,Moderate,71,253,52,70,40,40,1.08,18,2017,2,21
2017/2/22,Good,40,49,24,38,36,36,0.65,37,2017,2,22
2017/2/23,Good,44,93,27,43,34,34,0.64,23,2017,2,23
2017/2/24,Good,33,30,22,31,35,35,0.72,16,2017,2,24
2017/2/25,Moderate,55,130,38,57,46,46,0.9,14,2017,2,25
2017/2/26,Moderate,63,137,44,71,51,51,0.98,23,2017,2,26
2017/2/27,Moderate,69,132,49,77,56,56,0.93,20,2017,2,27
2017/2/28,Moderate,69,107,49,81,61,61,0.97,30,2017,2,28
2017/3/1,Moderate,85,224,57,108,67,67,0.96,36,2017,3,1
2017/3/2,Moderate,95,334,60,138,72,72,1.03,22,2017,3,2
2017/3/3,Moderate,90,279,62,119,66,66,0.96,23,2017,3,3
2017/3/4,Lightly,101,245,75,130,66,66,1,28,2017,3,4
2017/3/5,Moderate,82,220,60,91,46,46,0.86,22,2017,3,5
2017/3/6,Good,45,58,30,44,46,46,0.74,26,2017,3,6
2017/3/7,Moderate,52,121,35,48,47,47,0.79,21,2017,3,7
2017/3/8,Moderate,53,120,36,50,43,43,0.79,33,2017,3,8
2017/3/9,Moderate,66,140,47,70,54,54,1.03,18,2017,3,9
2017/3/10,Moderate,99,269,73,111,62,62,1.22,11,2017,3,10
2017/3/11,Moderate,90,234,66,107,71,71,1.27,17,2017,3,11
2017/3/12,Moderate,78,252,57,82,56,56,1.11,16,2017,3,12
2017/3/13,Good,26,8,16,23,34,34,0.94,37,2017,3,13
2017/3/14,Good,28,7,17,26,35,35,1.03,32,2017,3,14
2017/3/15,Good,36,32,22,34,41,41,0.84,28,2017,3,15
2017/3/16,Moderate,53,97,33,56,50,50,0.97,25,2017,3,16
2017/3/17,Moderate,59,108,39,64,52,52,0.97,28,2017,3,17
2017/3/18,Moderate,63,136,44,71,51,51,0.98,37,2017,3,18
2017/3/19,Good,46,70,29,46,40,40,0.86,38,2017,3,19
2017/3/20,Moderate,66,187,46,75,51,51,1.04,44,2017,3,20
2017/3/21,Moderate,67,184,48,73,55,55,1.16,27,2017,3,21
2017/3/22,Good,43,79,27,43,34,34,0.91,38,2017,3,22
2017/3/23,Good,46,86,27,45,39,39,0.91,36,2017,3,23
2017/3/24,Good,32,23,21,31,33,33,0.83,27,2017,3,24
2017/3/25,Good,33,33,21,33,34,34,0.7,38,2017,3,25
2017/3/26,Moderate,55,99,29,58,44,44,0.77,45,2017,3,26
2017/3/27,Moderate,69,142,44,85,64,64,0.96,33,2017,3,27
2017/3/28,Moderate,84,251,58,111,66,66,1.06,46,2017,3,28
2017/3/29,Lightly,112,284,83,145,79,79,1.25,18,2017,3,29
2017/3/30,Moderate,65,151,45,67,43,43,0.9,27,2017,3,30
2017/3/31,Moderate,53,126,32,54,45,45,0.91,50,2017,3,31
2017/4/1,Moderate,59,111,30,65,62,62,0.89,57,2017,4,1
2017/4/2,Moderate,61,83,33,71,56,56,0.83,56,2017,4,2
2017/4/3,Moderate,60,71,38,67,45,45,0.78,41,2017,4,3
2017/4/4,Moderate,65,96,46,66,41,41,0.89,34,2017,4,4
2017/4/5,Moderate,67,148,47,67,45,45,0.94,26,2017,4,5
2017/4/6,Moderate,57,95,38,59,39,39,1,53,2017,4,6
2017/4/7,Moderate,64,157,42,75,53,53,1.06,49,2017,4,7
2017/4/8,Moderate,60,166,40,68,39,39,0.92,32,2017,4,8
2017/4/9,Moderate,51,178,34,52,35,35,0.98,15,2017,4,9
2017/4/10,Good,29,14,17,28,30,30,1,38,2017,4,10
2017/4/11,Good,44,91,25,44,46,46,1.04,36,2017,4,11
2017/4/12,Good,45,65,26,45,43,43,0.86,56,2017,4,12
2017/4/13,Moderate,61,106,33,66,54,54,0.9,66,2017,4,13
2017/4/14,Moderate,67,128,35,68,53,53,0.92,88,2017,4,14
2017/4/15,Moderate,71,125,47,88,55,55,1,84,2017,4,15
2017/4/16,Moderate,65,127,45,73,43,43,0.9,38,2017,4,16
2017/4/17,Moderate,56,122,32,62,44,44,0.75,40,2017,4,17
2017/4/18,Moderate,73,187,38,93,49,49,0.82,54,2017,4,18
2017/4/19,Moderate,73,171,39,91,51,51,0.85,75,2017,4,19
2017/4/20,Moderate,59,154,29,65,43,43,0.73,37,2017,4,20
2017/4/21,Good,47,87,28,48,33,33,0.68,39,2017,4,21
2017/4/22,Moderate,59,123,32,67,39,39,0.69,58,2017,4,22
2017/4/23,Moderate,74,223,40,91,53,53,0.86,80,2017,4,23
2017/4/23,Moderate,74,223,40,91,53,53,0.86,80,2017,4,23
2017/4/24,Moderate,67,154,43,82,57,57,0.99,33,2017,4,24
2017/4/25,Good,38,38,23,38,37,37,0.83,27,2017,4,25
2017/4/26,Good,24,2,12,22,32,32,0.7,40,2017,4,26
2017/4/27,Good,34,26,17,27,29,29,0.72,62,2017,4,27
2017/4/28,Good,42,15,24,39,41,41,0.79,55,2017,4,28
2017/4/29,Moderate,57,43,29,55,49,49,0.89,65,2017,4,29
2017/4/30,Moderate,61,64,39,70,60,60,0.97,50,2017,4,30
2017/5/1,Moderate,76,190,47,82,48,48,0.99,81,2017,5,1
2017/5/2,Moderate,62,143,38,70,46,46,0.97,55,2017,5,2
2017/5/3,Good,36,18,16,31,28,28,0.72,55,2017,5,3
2017/5/4,Moderate,51,143,22,48,42,42,0.81,68,2017,5,4
2017/5/5,Good,48,44,24,49,41,41,0.78,49,2017,5,5
2017/5/6,Moderate,59,75,32,71,31,31,0.61,38,2017,5,6
2017/5/7,Moderate,66,119,40,80,38,38,0.68,31,2017,5,7
2017/5/8,Moderate,56,121,31,61,48,48,0.82,48,2017,5,8
2017/5/9,Moderate,63,189,34,72,52,52,0.93,66,2017,5,9
2017/5/10,Moderate,56,78,36,61,50,50,0.95,45,2017,5,10
2017/5/11,Moderate,57,89,38,57,39,39,0.83,44,2017,5,11
2017/5/12,Moderate,55,132,34,58,47,47,0.88,52,2017,5,12
2017/5/13,Moderate,64,162,27,56,47,47,0.79,81,2017,5,13
2017/5/14,Moderate,59,124,38,64,48,48,0.82,57,2017,5,14
2017/5/15,Moderate,67,247,45,75,45,45,0.89,62,2017,5,15
2017/5/16,Moderate,76,295,37,70,47,47,0.81,94,2017,5,16
2017/5/17,Moderate,95,304,42,84,63,63,0.86,111,2017,5,17
2017/5/18,Moderate,75,160,49,93,58,58,0.93,88,2017,5,18
2017/5/19,Moderate,91,253,54,95,46,46,0.9,99,2017,5,19
2017/5/20,Moderate,57,116,34,62,44,44,0.82,57,2017,5,20
2017/5/20,Moderate,57,116,34,62,44,44,0.82,57,2017,5,20
2017/5/21,Good,30,15,17,29,28,28,0.82,30,2017,5,21
2017/5/22,Good,38,73,21,37,31,31,0.93,16,2017,5,22
2017/5/23,Good,35,35,13,29,31,31,0.63,66,2017,5,23
2017/5/24,Good,33,45,18,32,37,37,0.77,38,2017,5,24
2017/5/25,Good,42,55,21,40,38,38,0.73,66,2017,5,25
2017/5/26,Moderate,76,223,34,65,53,53,0.87,93,2017,5,26
2017/5/27,Moderate,90,227,47,91,69,69,1.02,97,2017,5,27
2017/5/28,Moderate,94,228,44,88,62,62,0.94,108,2017,5,28
2017/5/29,Moderate,56,60,30,60,45,45,0.81,78,2017,5,29
2017/5/30,Moderate,62,126,43,67,34,34,0.82,71,2017,5,30
2017/5/31,Moderate,72,182,52,80,44,44,0.96,50,2017,5,31
2017/6/1,Moderate,72,222,49,81,43,43,0.81,56,2017,6,1
2017/6/2,Moderate,68,212,43,78,46,46,0.81,69,2017,6,2
2017/6/3,Moderate,70,242,47,87,64,64,0.93,39,2017,6,3
2017/6/4,Good,43,82,29,43,35,35,0.86,34,2017,6,4
2017/6/5,Good,49,156,13,24,28,28,0.77,94,2017,6,5
2017/6/6,Moderate,73,345,34,63,56,56,1.06,93,2017,6,6
2017/6/7,Moderate,80,309,33,65,46,46,0.96,109,2017,6,7
2017/6/8,Good,50,128,19,46,37,37,0.82,78,2017,6,8
2017/6/9,Good,46,136,25,47,30,30,0.79,55,2017,6,9
2017/6/10,Good,41,145,20,33,22,22,0.7,62,2017,6,10
2017/6/11,Good,50,175,27,48,37,37,0.84,64,2017,6,11
2017/6/12,Good,39,81,23,38,35,35,0.86,43,2017,6,12
2017/6/13,Good,50,169,33,49,41,41,0.92,29,2017,6,13
2017/6/14,Good,31,43,17,28,32,32,0.79,33,2017,6,14
2017/6/15,Good,28,15,10,17,33,33,0.75,48,2017,6,15
2017/6/16,Good,30,39,18,30,41,41,0.88,42,2017,6,16
2017/6/17,Moderate,62,157,31,53,43,43,1.06,78,2017,6,17
2017/6/18,Moderate,63,176,43,68,47,47,1.05,40,2017,6,18
2017/6/19,Moderate,59,203,41,63,49,49,1.03,42,2017,6,19
2017/6/20,Moderate,87,315,54,90,57,57,1.19,81,2017,6,20
2017/6/21,Moderate,80,278,45,77,48,48,1.01,89,2017,6,21
2017/6/22,Moderate,57,217,37,64,50,50,0.96,55,2017,6,22
2017/6/23,Moderate,69,279,49,76,42,42,0.99,58,2017,6,23
2017/6/24,Good,48,165,31,50,37,37,0.83,41,2017,6,24
2017/6/25,Good,48,156,29,48,30,30,0.73,49,2017,6,25
2017/6/26,Moderate,53,166,33,53,42,42,0.84,40,2017,6,26
2017/6/27,Moderate,60,183,39,63,42,42,0.93,66,2017,6,27
2017/6/28,Moderate,84,276,46,79,48,48,0.9,99,2017,6,28
2017/6/29,Moderate,76,248,49,77,43,43,0.87,79,2017,6,29
2017/6/30,Moderate,66,224,37,63,38,38,0.81,87,2017,6,30
2017/7/1,Moderate,82,280,42,68,35,35,0.83,105,2017,7,1
2017/7/2,Moderate,89,298,44,78,46,46,0.88,104,2017,7,2
2017/7/3,Moderate,87,305,44,81,46,46,0.93,103,2017,7,3
2017/7/4,Moderate,82,301,41,76,44,44,0.9,99,2017,7,4
2017/7/5,Moderate,54,190,27,56,34,34,0.73,66,2017,7,5
2017/7/6,Good,40,125,22,40,28,28,0.76,31,2017,7,6
2017/7/7,Good,41,141,22,40,28,28,0.78,36,2017,7,7
2017/7/8,Moderate,52,194,30,54,35,35,0.92,41,2017,7,8
2017/7/9,Moderate,55,231,19,38,35,35,0.71,90,2017,7,9
2017/7/10,Moderate,99,339,33,71,54,54,0.94,126,2017,7,10
2017/7/11,Lightly,105,323,41,86,50,50,1.01,124,2017,7,11
2017/7/12,Good,40,70,15,33,23,23,0.56,56,2017,7,12
2017/7/13,Good,40,72,14,35,27,27,0.64,50,2017,7,13
2017/7/14,Good,38,62,18,37,27,27,0.69,35,2017,7,14
2017/7/15,Good,39,92,18,34,24,24,0.7,54,2017,7,15
2017/7/16,Good,47,149,19,37,31,31,0.71,60,2017,7,16
2017/7/17,Good,47,145,18,40,30,30,0.72,69,2017,7,17
2017/7/18,Good,42,122,16,36,28,28,0.66,59,2017,7,18
2017/7/19,Moderate,53,197,29,55,34,34,0.76,63,2017,7,19
2017/7/20,Moderate,54,206,25,46,28,28,0.68,72,2017,7,20
2017/7/21,Good,44,135,16,33,27,27,0.58,62,2017,7,21
2017/7/22,Good,42,89,15,31,24,24,0.52,63,2017,7,22
2017/7/23,Moderate,54,162,18,40,30,30,0.56,77,2017,7,23
2017/7/24,Moderate,81,299,25,56,36,36,0.74,106,2017,7,24
2017/7/25,Moderate,62,208,23,44,29,29,0.7,94,2017,7,25
2017/7/26,Moderate,53,133,19,38,28,28,0.69,77,2017,7,26
2017/7/27,Moderate,65,222,19,42,29,29,0.57,91,2017,7,27
2017/7/28,Moderate,75,275,23,51,34,34,0.63,99,2017,7,28
2017/7/29,Moderate,72,296,30,68,36,36,0.72,93,2017,7,29
2017/7/30,Moderate,97,343,35,67,32,32,0.77,128,2017,7,30
2017/7/31,Moderate,96,326,42,75,36,36,0.82,122,2017,7,31
2017/8/1,Moderate,93,337,31,61,35,35,0.81,122,2017,8,1
2017/8/2,Moderate,77,344,33,63,39,39,0.83,108,2017,8,2
2017/8/3,Moderate,87,342,37,71,42,42,0.93,103,2017,8,3
2017/8/4,Moderate,71,267,33,62,40,40,0.82,81,2017,8,4
2017/8/5,Moderate,74,277,24,46,26,26,0.7,98,2017,8,5
2017/8/6,Moderate,63,230,22,43,32,32,0.69,84,2017,8,6
2017/8/7,Moderate,65,251,22,46,29,29,0.74,93,2017,8,7
2017/8/8,Good,33,60,19,32,22,22,0.64,46,2017,8,8
2017/8/9,Moderate,62,262,27,46,33,33,0.76,83,2017,8,9
2017/8/10,Moderate,78,292,39,73,50,50,0.99,92,2017,8,10
2017/8/11,Good,45,128,25,44,29,29,0.69,69,2017,8,11
2017/8/12,Good,36,85,21,35,26,26,0.65,59,2017,8,12
2017/8/13,Moderate,69,328,29,54,36,36,0.78,86,2017,8,13
2017/8/14,Moderate,77,342,34,65,44,44,0.86,94,2017,8,14
2017/8/15,Moderate,61,250,21,47,36,36,0.79,81,2017,8,15
2017/8/16,Moderate,63,255,29,59,36,36,0.81,79,2017,8,16
2017/8/17,Good,50,184,20,48,36,36,0.72,58,2017,8,17
2017/8/18,Good,38,95,9,26,24,24,0.54,66,2017,8,18
2017/8/19,Moderate,61,281,12,36,28,28,0.66,94,2017,8,19
2017/8/20,Moderate,60,271,17,43,30,30,0.67,84,2017,8,20
2017/8/21,Moderate,61,225,17,40,27,27,0.68,92,2017,8,21
2017/8/22,Moderate,51,173,15,37,26,26,0.67,81,2017,8,22
2017/8/23,Moderate,86,350,32,62,33,33,0.91,138,2017,8,23
2017/8/24,Good,48,219,29,48,32,32,0.89,58,2017,8,24
2017/8/25,Good,27,31,10,18,20,20,0.69,41,2017,8,25
2017/8/26,Good,31,64,11,23,27,27,0.7,45,2017,8,26
2017/8/27,Good,33,67,10,23,22,22,0.6,60,2017,8,27
2017/8/28,Good,42,172,14,32,27,27,0.75,70,2017,8,28
2017/8/29,Good,33,90,13,26,24,24,0.69,48,2017,8,29
2017/8/30,Good,40,186,20,34,25,25,0.79,56,2017,8,30
2017/8/31,Good,25,35,11,22,22,22,0.82,29,2017,8,31
2017/9/1,Good,19,6,10,18,23,23,0.85,24,2017,9,1
2017/9/2,Good,14,1,7,12,21,21,0.76,26,2017,9,2
2017/9/3,Good,32,41,15,31,36,36,0.91,30,2017,9,3
2017/9/4,Good,35,81,16,34,36,36,0.96,19,2017,9,4
2017/9/5,Good,16,1,7,14,26,26,0.84,22,2017,9,5
2017/9/6,Good,28,18,12,27,31,31,0.75,33,2017,9,6
2017/9/7,Moderate,59,242,24,49,42,42,0.96,71,2017,9,7
2017/9/8,Moderate,55,193,28,59,57,57,1.11,21,2017,9,8
2017/9/9,Good,34,50,18,33,36,36,0.85,26,2017,9,9
2017/9/10,Good,27,21,11,23,25,25,0.69,40,2017,9,10
2017/9/11,Good,45,162,20,43,41,41,0.96,53,2017,9,11
2017/9/12,Moderate,64,221,22,53,50,50,0.89,74,2017,9,12
2017/9/13,Moderate,62,175,29,58,45,45,0.83,76,2017,9,13
2017/9/14,Moderate,52,118,25,48,39,39,0.82,68,2017,9,14
2017/9/15,Moderate,90,331,60,93,43,43,0.99,73,2017,9,15
2017/9/16,Moderate,77,268,43,73,39,39,0.86,82,2017,9,16
2017/9/17,Moderate,93,300,68,108,42,42,1.02,71,2017,9,17
2017/9/18,Moderate,61,133,40,62,36,36,0.95,24,2017,9,18
2017/9/19,Good,29,18,16,28,29,29,0.83,19,2017,9,19
2017/9/20,Good,28,22,14,26,33,33,0.72,32,2017,9,20
2017/9/21,Good,35,45,18,34,36,36,0.82,28,2017,9,21
2017/9/22,Good,39,40,20,38,35,35,0.8,30,2017,9,22
2017/9/23,Good,29,20,16,28,30,30,0.74,23,2017,9,23
2017/9/24,Good,28,31,13,27,35,35,0.78,21,2017,9,24
2017/9/25,Good,44,152,20,43,40,40,0.89,22,2017,9,25
2017/9/26,Moderate,60,259,35,67,42,42,1.04,42,2017,9,26
2017/9/27,Good,34,69,19,34,29,29,0.72,15,2017,9,27
2017/9/28,Good,28,24,14,27,33,33,0.67,24,2017,9,28
2017/9/29,Good,27,20,14,26,36,36,0.81,20,2017,9,29
2017/9/30,Good,18,4,9,17,28,28,0.72,20,2017,9,30
2017/10/1,Good,41,97,21,40,36,36,0.85,16,2017,10,1
2017/10/2,Moderate,54,252,32,57,43,43,1.01,19,2017,10,2
2017/10/3,Good,26,33,15,25,26,26,0.81,15,2017,10,3
2017/10/5,Good,15,1,8,12,26,26,0.76,18,2017,10,5
2017/10/6,Good,29,28,15,28,35,35,0.96,13,2017,10,6
2017/10/7,Good,47,116,26,47,37,37,1.05,15,2017,10,7
2017/10/8,Moderate,55,185,32,56,37,37,1.01,38,2017,10,8
2017/10/9,Moderate,62,275,41,71,36,36,1.03,56,2017,10,9
2017/10/10,Good,32,136,18,32,26,26,0.62,20,2017,10,10
2017/10/11,Good,20,12,9,14,31,31,0.6,22,2017,10,11
2017/10/12,Good,15,3,8,13,28,28,0.71,11,2017,10,12
2017/10/13,Good,20,6,10,17,35,35,0.83,12,2017,10,13
2017/10/14,Good,17,3,8,13,31,31,0.79,19,2017,10,14
2017/10/15,Good,22,10,12,21,31,31,0.73,20,2017,10,15
2017/10/16,Good,27,50,14,26,33,33,0.75,24,2017,10,16
2017/10/17,Good,18,4,10,16,26,26,0.72,24,2017,10,17
2017/10/18,Good,21,8,12,20,32,32,0.71,17,2017,10,18
2017/10/19,Good,35,66,17,34,40,40,0.81,19,2017,10,19
2017/10/20,Good,48,121,26,50,48,48,1.01,13,2017,10,20
2017/10/21,Moderate,60,170,41,64,46,46,1.06,12,2017,10,21
2017/10/22,Good,24,14,14,22,36,36,0.72,28,2017,10,22
2017/10/23,Good,29,20,16,27,40,40,0.74,22,2017,10,23
2017/10/24,Good,41,41,22,41,42,42,0.86,26,2017,10,24
2017/10/25,Moderate,56,81,39,57,46,46,0.97,32,2017,10,25
2017/10/26,Moderate,52,54,35,53,43,43,1.01,20,2017,10,26
2017/10/27,Moderate,51,46,33,52,45,45,1.16,26,2017,10,27
2017/10/28,Moderate,63,90,43,69,50,50,1.16,32,2017,10,28
2017/10/29,Lightly,108,347,80,118,49,49,1.29,19,2017,10,29
2017/10/30,Moderate,88,317,64,101,52,52,1.15,42,2017,10,30
2017/10/31,Moderate,74,171,52,89,60,60,1.06,50,2017,10,31
2017/11/1,Moderate,95,224,70,109,50,50,1.14,22,2017,11,1
2017/11/2,Lightly,108,254,80,127,62,62,1.27,37,2017,11,2
2017/11/3,Lightly,102,245,76,119,66,66,1.3,32,2017,11,3
2017/11/4,Moderate,92,290,68,106,53,53,1.22,30,2017,11,4
2017/11/5,Moderate,86,240,62,103,58,58,1.22,45,2017,11,5
2017/11/6,Lightly,111,267,83,138,77,77,1.42,36,2017,11,6
2017/11/7,Lightly,131,273,99,152,68,68,1.46,50,2017,11,7
2017/11/8,Lightly,119,262,89,140,67,67,1.42,52,2017,11,8
2017/11/9,Moderate,95,249,70,109,65,65,1.19,44,2017,11,9
2017/11/10,Moderate,74,215,51,79,47,47,0.88,18,2017,11,10
2017/11/11,Moderate,58,171,31,64,50,50,0.76,12,2017,11,11
2017/11/12,Moderate,58,130,36,63,40,40,0.89,8,2017,11,12
2017/11/13,Moderate,65,174,44,77,46,46,0.93,17,2017,11,13
2017/11/14,Moderate,60,184,40,68,44,44,1.12,11,2017,11,14
2017/11/15,Good,46,105,25,45,40,40,0.89,15,2017,11,15
2017/11/16,Good,50,107,25,50,45,45,0.89,13,2017,11,16
2017/11/17,Moderate,61,171,39,70,45,45,0.93,12,2017,11,17
2017/11/18,Good,37,86,24,37,36,36,0.92,10,2017,11,18
2017/11/19,Moderate,55,175,37,61,36,36,0.84,33,2017,11,19
2017/11/20,Moderate,54,163,37,55,38,38,0.91,16,2017,11,20
2017/11/21,Good,39,65,22,38,44,44,0.65,19,2017,11,21
2017/11/22,Moderate,54,149,33,55,46,46,0.77,8,2017,11,22
2017/11/23,Good,41,73,27,39,43,43,0.65,14,2017,11,23
2017/11/24,Good,48,92,30,48,41,41,0.63,23,2017,11,24
2017/11/25,Moderate,65,141,46,74,54,54,0.84,19,2017,11,25
2017/11/26,Moderate,76,205,55,88,58,58,0.95,28,2017,11,26
2017/11/27,Moderate,95,255,70,109,67,67,1.1,13,2017,11,27
2017/11/28,Lightly,124,280,94,142,58,58,1.22,7,2017,11,28
2017/11/29,Lightly,118,303,89,126,53,53,1.15,6,2017,11,29
2017/11/30,Moderate,73,279,52,75,41,41,0.86,9,2017,11,30
2017/12/1,Good,46,103,30,45,40,40,0.88,6,2017,12,1
2017/12/2,Moderate,52,93,35,55,45,45,0.91,9,2017,12,2
2017/12/3,Moderate,73,174,52,85,47,47,1.01,10,2017,12,3
2017/12/4,Moderate,87,243,64,96,49,49,1.18,8,2017,12,4
2017/12/5,Lightly,101,272,75,111,51,51,1.26,6,2017,12,5
2017/12/6,Moderate,82,144,60,89,52,52,1.04,9,2017,12,6
2017/12/7,Moderate,89,169,65,98,54,54,1.08,8,2017,12,7
2017/12/8,Moderate,63,131,44,59,46,46,0.88,11,2017,12,8
2017/12/9,Moderate,55,39,35,57,49,49,0.81,25,2017,12,9
2017/12/10,Moderate,75,137,54,82,55,55,0.82,24,2017,12,10
2017/12/11,Lightly,101,277,75,115,63,63,1.17,8,2017,12,11
2017/12/12,Lightly,119,330,89,135,63,63,1.33,8,2017,12,12
